,Day,Hour,Soil.Temp.C,Light,Soil.Moisture,Humidity,Air.Temp C,Light_Levels,Soil_Moisture_Levels,Week
38,8,5,14.44,0,804.75,81,13.525,Dark,Wet,Week 1
39,8,6,13.938,1.2,805.6,82.8,13.4,Dark,Wet,Week 1
40,8,7,13.645,86.75,810.25,85,13.425,Cloudy,Wet,Week 1
41,8,8,13.8925,190.75,811,79.5,15,Cloudy,Wet,Week 1
42,8,9,15.44,288.25,809.4,71.2,19.74,Cloudy,Wet,Week 1
43,8,10,17.0825,464,806.5,62,22.825,Part.Sun,Wet,Week 1
44,8,11,19.0325,597,803.25,53.25,27.925,Sunny,Wet,Week 1
45,8,12,22.9875,556.75,796.25,36.25,35.3,Sunny,Wet,Week 1
46,8,13,24.588,553,792.25,21,35.05,Sunny,Wet,Week 1
47,8,14,24.67,595.75,788.4,20.4,34.76,Sunny,Wet,Week 1
48,8,15,23.9875,374.75,786.75,25.75,29.725,Part.Sun,Wet,Week 1
49,8,16,23.6725,369.25,786.5,27.25,29.875,Part.Sun,Wet,Week 1
50,8,17,23.155,165.5,784.5,30.5,27.575,Cloudy,Wet,Week 1
51,8,18,22.675,23,779.75,35.25,23.85,Dark,Wet,Week 1
52,8,19,22.515,12.5,776.75,36.75,24.325,Dark,Wet,Week 1
53,8,20,22.44,4,775.25,38,24.4,Dark,Wet,Week 1
54,8,21,22.455,4,774.5,39.75,24.325,Dark,Moist,Week 1
55,8,22,22.315,1.75,772.2,42.6,24.04,Dark,Moist,Week 1
56,8,23,22.014,0,774,45.8,23.46,Dark,Moist,Week 1
57,9,0,21.6425,0,774,45.5,22.95,Dark,Moist,Week 1
58,9,1,21.205,0,774.75,46,22.525,Dark,Moist,Week 1
59,9,2,20.7675,0,775.5,46.25,22.125,Dark,Wet,Week 1
60,9,3,20.375,0,776,46.5,21.725,Dark,Wet,Week 1
61,9,4,20.0175,0,777,47.5,21.35,Dark,Wet,Week 1
62,9,5,19.72,0,778,48,21.05,Dark,Wet,Week 1
63,9,6,19.414,1.4,778,48,20.7,Dark,Wet,Week 1
64,9,7,19.205,35,777,48.75,20.525,Cloudy,Wet,Week 1
65,9,8,19.145,87.5,777,50,20.64,Cloudy,Wet,Week 1
66,9,9,19.485,279.5,776.75,52,21.975,Cloudy,Wet,Week 1
67,9,10,19.89,156.5,776,50.5,22.95,Cloudy,Wet,Week 1
68,9,11,20.2525,130.5,776,49,23.275,Cloudy,Wet,Week 1
69,9,12,20.72,154.25,775.25,45.25,24.225,Cloudy,Wet,Week 1
70,9,13,21.312,175.6,775,43,25.15,Cloudy,Moist,Week 1
71,9,14,21.875,171,774,42.25,25.9,Cloudy,Moist,Week 1
72,9,15,22.19,443.5,772.8,37.8,26.5,Part.Sun,Moist,Week 1
73,9,16,21.9075,107,773,36.25,24.525,Cloudy,Moist,Week 1
74,9,17,21.455,84.25,773,37.5,23.4,Cloudy,Moist,Week 1
75,9,18,21.235,61.5,772.75,39,23.45,Cloudy,Moist,Week 1
76,9,19,21.38,6.2,770.5,41,24.175,Dark,Moist,Week 1
77,9,20,21.38,0,768.75,44.5,23.875,Dark,Moist,Week 1
78,9,21,21.2825,0,768.25,47.75,23.15,Dark,Moist,Week 1
79,9,22,21.0175,0,768.25,47.75,22.7,Dark,Moist,Week 1
80,9,23,20.75,0,769,48.5,22.35,Dark,Moist,Week 1
81,10,0,20.4875,0,769,49.6,22.06,Dark,Moist,Week 1
82,10,1,20.22,0,770,49.75,21.65,Dark,Moist,Week 1
83,10,2,19.876,0,771.5,50.5,21.275,Dark,Moist,Week 1
84,10,3,19.595,0,772.5,50.75,21,Dark,Moist,Week 1
85,10,4,19.345,0,773,51,20.725,Dark,Moist,Week 1
86,10,5,19.095,0,773.75,51,20.45,Dark,Moist,Week 1
87,10,6,18.845,0.5,774,52.25,20.175,Dark,Moist,Week 1
88,10,7,18.675,18,774,53.5,19.95,Dark,Moist,Week 1
89,10,8,18.545,46.5,774,55,20.075,Cloudy,Moist,Week 1
90,10,9,18.612,75.6,774,56,20.68,Cloudy,Moist,Week 1
91,10,10,18.875,85.25,774,55,21.65,Cloudy,Moist,Week 1
92,10,11,19.1875,124.5,773.75,53,22.375,Cloudy,Moist,Week 1
93,10,12,19.5475,132,773,51,22.9,Cloudy,Moist,Week 1
94,10,13,20.0475,212,770,50,23.8,Cloudy,Moist,Week 1
95,10,14,20.6575,174.5,768.25,48,24.5,Cloudy,Moist,Week 1
96,10,15,21.1725,111.25,765.75,47,25.15,Cloudy,Moist,Week 1
97,10,16,21.452,52.6,764.25,49,24.575,Cloudy,Moist,Week 1
98,10,17,21.515,43,762.5,49.5,24.3,Cloudy,Moist,Week 1
99,10,18,21.545,31.5,761.8,52,24.08,Cloudy,Moist,Week 1
100,10,19,21.5,4.75,760,54.25,23.6,Dark,Moist,Week 1
101,10,20,21.3125,0,760,54.75,23.175,Dark,Moist,Week 1
102,10,21,21.114,0.4,759.6,56.2,22.9,Dark,Moist,Week 1
103,10,22,20.97,1.5,761.5,56,22.9,Dark,Moist,Week 1
104,10,23,20.895,1.75,762,56.75,22.875,Dark,Moist,Week 1
105,11,0,20.7975,0,762.25,57.5,22.625,Dark,Moist,Week 1
106,11,1,20.595,0,762.75,58,22.2,Dark,Moist,Week 1
107,11,2,20.364,0,763,58,21.95,Dark,Moist,Week 1
108,11,3,20.1275,0,763.2,58,21.66,Dark,Moist,Week 1
109,11,4,19.925,0,764,58.75,21.375,Dark,Moist,Week 1
110,11,5,19.735,0,764.75,59,21.175,Dark,Moist,Week 1
111,11,6,19.595,0.25,765,59.5,21.075,Dark,Moist,Week 1
112,11,7,19.53,20.5,764.75,60.75,21.1,Dark,Moist,Week 1
113,11,8,19.5,62.75,765,61,21.25,Cloudy,Moist,Week 1
114,11,9,19.34,362.6,778.5,65.25,20.65,Part.Sun,Wet,Week 1
115,11,10,19.2975,361.5,785,63.5,21.15,Part.Sun,Wet,Week 1
116,11,11,20.5975,392.25,785.75,50.75,23.825,Part.Sun,Wet,Week 1
117,11,12,23.5,409,782.2,32.6,29.7,Part.Sun,Wet,Week 1
118,11,13,27.5025,505.75,773,25.25,33.5,Part.Sun,Moist,Week 1
119,11,14,30.1125,669,762.25,21.25,34.95,Sunny,Moist,Week 1
